,Document,Topic,Name,Representation,Representative_Docs,Top_n_words,Probability,Representative_document,Person_id
2170, especially the dining room was excellent The customer service was also excellent particularly when I needed a dinner suit pressed within the hour Dinner service on the evening was excellent the staff ensured that all of our party were very comfortable during the whole evening The food was good however I had higher expectations from this establishment ,0,0_food_buffet_location_great breakfast,"['food', 'buffet', 'location', 'great breakfast', 'lovely', 'included', 'tea coffee', 'would', 'breakfast staff', 'service']","[' Breakfast ', ' breakfast', ' Breakfast']",food - buffet - location - great breakfast - lovely - included - tea coffee - would - breakfast staff - service,0.4991409100101471,False,287
2171, Cleaner doesnt change sheets even when you throw them on the ground as stated in the room For new years everything is to expensive God forbid you went with your car which would be an aditional 130 euros for five nights Breakfast is not included in the price with a wooping 20 euros per person each day Room meals were average ,-1,-1_wifi_would_parking_expensive,"['wifi', 'would', 'parking', 'expensive', 'service', 'cleanliness', 'nice', 'paris', 'pool', 'facilities']","[' Location ', ' Location', ' Its location']",wifi - would - parking - expensive - service - cleanliness - nice - paris - pool - facilities,0.0,False,289
2172, Nothing ,-1,-1_wifi_would_parking_expensive,"['wifi', 'would', 'parking', 'expensive', 'service', 'cleanliness', 'nice', 'paris', 'pool', 'facilities']","[' Location ', ' Location', ' Its location']",wifi - would - parking - expensive - service - cleanliness - nice - paris - pool - facilities,0.0,False,290
2173, The staff were friendly ,3,3_reception_excellent_professional_welcoming,"['reception', 'excellent', 'professional', 'welcoming', 'staff staff friendly', 'always', 'services', 'friendly helpful', 'attentive', 'help']","[' staff ', ' staff', ' staff']",reception - excellent - professional - welcoming - staff staff friendly - always - services - friendly helpful - attentive - help,0.6764217064301644,False,291
2174, very helpful The hotel was clean modern ,-1,-1_wifi_would_parking_expensive,"['wifi', 'would', 'parking', 'expensive', 'service', 'cleanliness', 'nice', 'paris', 'pool', 'facilities']","[' Location ', ' Location', ' Its location']",wifi - would - parking - expensive - service - cleanliness - nice - paris - pool - facilities,0.0,False,291
2175, perfectly situated for London sightseeing ,-1,-1_wifi_would_parking_expensive,"['wifi', 'would', 'parking', 'expensive', 'service', 'cleanliness', 'nice', 'paris', 'pool', 'facilities']","[' Location ', ' Location', ' Its location']",wifi - would - parking - expensive - service - cleanliness - nice - paris - pool - facilities,0.0,False,291
2176, poor bathroom arrangement Design ,7,7_hair_space_small_door,"['hair', 'space', 'small', 'door', 'bathroom bathroom', 'dirty', 'cracked', 'apart', 'dated', 'also']","[' big bathroom', ' The shower ', ' bathroom']",hair - space - small - door - bathroom bathroom - dirty - cracked - apart - dated - also,0.9748164157828488,False,292
2177, My e mail was used without my consent to contact me with promotional material I complaint about this but never received an explanation ,5,5_us_alarm_checkout_50,"['us', 'alarm', 'checkout', '50', 'arrived', 'refund', 'staff', 'even though', 'surprise', 'credit card']","[' then spoke to the duty manager John who said he would refund me the full amount of 10 24 which was find but when I check this morning the hotel not given me a refund they have taken out 17 50 what a jock I want a full refund for the 17 50 please the stay off 199 00 because the service was shocking', ' they bumped me in favor of another client I had no prior warning or email from their Mangement Someone on the reception was just trying to figure out which other hotel in paris to move me to even though I was in town for work for less than 24 hours Extremely unprofessional It s only after I became extremely agitated that they actually gave me my room which implies that there was no need for this whole story or added stress Or they did that stunt to the next client who decided to check in Just unacceptable ', ' The hotel is situated at a place very close to the train station but very unsafe because my purse containing all my belongings 4 passports all cash 2500 euros 1600 swiss francs 1000 aed 4 emirates I D s credit card camera watch iphone etc was stolen within seconds when I was talking to the receptionist in the hotel lobby at the time of checkout The hotel personnel refused to take any credibility refused to show the cctv footage tried to tear the police report on the pretext of taking photocopies for us I still have the torn copies even telling the indian consulate that this did not happen in the hotel I am pretty sure that the hotel staff is in collusion with the thieves as the receptionist saw what was happening as there was no else around me at that time It was a terrible experience ']",us - alarm - checkout - 50 - arrived - refund - staff - even though - surprise - credit card,1.0,False,293
2178, Friendly staff ,3,3_reception_excellent_professional_welcoming,"['reception', 'excellent', 'professional', 'welcoming', 'staff staff friendly', 'always', 'services', 'friendly helpful', 'attentive', 'help']","[' staff ', ' staff', ' staff']",reception - excellent - professional - welcoming - staff staff friendly - always - services - friendly helpful - attentive - help,0.8516262299550525,False,295
2179, good location in the city,8,8_great_easy_transport_location great location,"['great', 'easy', 'transport', 'location great location', 'shopping', 'centre', 'streets', 'public', 'free wifi', 'far']","[' Great location ', ' Great location ', ' Great location ']",great - easy - transport - location great location - shopping - centre - streets - public - free wifi - far,1.0,False,295
2180, Smoke alarm starts at 2 30 in the morning by cigar in one room They must find a way to check before the alarm start working,5,5_us_alarm_checkout_50,"['us', 'alarm', 'checkout', '50', 'arrived', 'refund', 'staff', 'even though', 'surprise', 'credit card']","[' then spoke to the duty manager John who said he would refund me the full amount of 10 24 which was find but when I check this morning the hotel not given me a refund they have taken out 17 50 what a jock I want a full refund for the 17 50 please the stay off 199 00 because the service was shocking', ' they bumped me in favor of another client I had no prior warning or email from their Mangement Someone on the reception was just trying to figure out which other hotel in paris to move me to even though I was in town for work for less than 24 hours Extremely unprofessional It s only after I became extremely agitated that they actually gave me my room which implies that there was no need for this whole story or added stress Or they did that stunt to the next client who decided to check in Just unacceptable ', ' The hotel is situated at a place very close to the train station but very unsafe because my purse containing all my belongings 4 passports all cash 2500 euros 1600 swiss francs 1000 aed 4 emirates I D s credit card camera watch iphone etc was stolen within seconds when I was talking to the receptionist in the hotel lobby at the time of checkout The hotel personnel refused to take any credibility refused to show the cctv footage tried to tear the police report on the pretext of taking photocopies for us I still have the torn copies even telling the indian consulate that this did not happen in the hotel I am pretty sure that the hotel staff is in collusion with the thieves as the receptionist saw what was happening as there was no else around me at that time It was a terrible experience ']",us - alarm - checkout - 50 - arrived - refund - staff - even though - surprise - credit card,0.7842725083902194,False,296
2181, Very conformable for public transportation Large room ,1,1_size_double_upgrade_amazing,"['size', 'double', 'upgrade', 'amazing', 'lounge', 'bedroom', 'views', 'lighting', 'window', 'would']","[' small rooms', ' Room was small ', ' Room was very small ']",size - double - upgrade - amazing - lounge - bedroom - views - lighting - window - would,1.0,False,297
2182, Great location Metro station 5min Very comfy ,11,11_metro_minute_central_milan,"['metro', 'minute', 'central', 'milan', 'walking', '10', 'earls', 'court tube', 'paddington station', 'close train']","[' tube station is 5 min walk ', ' Metro Station ', ' tube station']",metro - minute - central - milan - walking - 10 - earls - court tube - paddington station - close train,1.0,False,298
2183, design hotel Tasty breakfast ,0,0_food_buffet_location_great breakfast,"['food', 'buffet', 'location', 'great breakfast', 'lovely', 'included', 'tea coffee', 'would', 'breakfast staff', 'service']","[' Breakfast ', ' breakfast', ' Breakfast']",food - buffet - location - great breakfast - lovely - included - tea coffee - would - breakfast staff - service,0.7396084989581023,False,298
2184, friendly hotel staff See you soon ,2,2_beautiful_helpful_definitely_one,"['beautiful', 'helpful', 'definitely', 'one', 'metro', 'friendly staff', 'milan', 'amsterdam', 'service', 'hotels']","[' they even let us keep our luggage there once we checked out so we could spend our last remaining hours in Camden comfortably without carrying heavy luggage around Staff always greeted guests with a smile having a Starbucks downstairs really made the hotel wonderful I can t wait to visit again ', ' Hotel was great clean friendly staff free breakfast every morning with good selection good wifi connection nice sized room with bath fridge in room Personally loved the fact that the hotel isn t in the city centre but is literally next to a train station that you can easily get to ', ' The hotel the staff ']",beautiful - helpful - definitely - one - metro - friendly staff - milan - amsterdam - service - hotels,0.8927362912742771,False,298
